genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[10751, 12, 35, 14, 16]",228165,en,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",43.079,2015-01-28,The SpongeBob Movie: Sponge Out of Water,6.1,2124,"Family, Adventure, Comedy, Fantasy, Animation"
"[53, 878]",220289,en,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",36.527,2013-09-19,Coherence,7.3,2496,"Thriller, Science Fiction"
"[18, 10770]",441168,en,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",47.038,2017-02-11,From Straight A's to XXX,6.0,112,"Drama, TV Movie"
[16],1012801,en,"Join Barbie “Brooklyn” Roberts, Barbie “Malibu” Roberts, and her sisters Skipper, Stacie, and Chelsea on an underwater adventure as they transform into mermaids to help save the world of Pacifica! In Barbie Mermaid Power™, Barbie and Barbie are summoned by Isla (from Dolphin Magic) to compete to be the underwater Power Keeper in a series of challenges designed to find their inner powers. Through these competitions, they discover whether they are mermaids of Earth, Air, Water, or Fire, all while making new animal and mermaid friends. In this fish-tale of friendship, adventure, and bravery, Barbie, Barbie, and family experience first-hand what it’s like to balance the worlds above and below the sea and learn a lesson in finding their inner powers along the way.",47.024,2022-10-14,Barbie: Mermaid Power,7.2,51,Animation
"[28, 12, 878]",131634,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",42.705,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.9,11364,"Action, Adventure, Science Fiction"
"[28, 14, 53]",71676,en,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",46.938,2011-12-10,Ghost Rider: Spirit of Vengeance,5.0,3465,"Action, Fantasy, Thriller"
"[10749, 18]",527641,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",46.855,2019-03-14,Five Feet Apart,8.3,5163,"Romance, Drama"
"[35, 10749]",2770,en,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",46.823,2001-08-10,American Pie 2,6.2,4473,"Comedy, Romance"
"[27, 9648]",632357,en,"Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",46.734,2021-03-31,The Unholy,6.7,1890,"Horror, Mystery"
"[28, 12, 878]",1771,en,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",46.708,2011-07-22,Captain America: The First Avenger,7.0,19967,"Action, Adventure, Science Fiction"
"[16, 10751, 12, 14]",10693,en,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",46.684,1953-02-05,Peter Pan,7.2,4894,"Animation, Family, Adventure, Fantasy"
"[28, 12, 53, 10752]",1369,en,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,46.629,1985-05-21,Rambo: First Blood Part II,6.6,3404,"Action, Adventure, Thriller, War"
"[35, 10749]",50546,en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",46.586,2011-02-10,Just Go with It,6.7,5150,"Comedy, Romance"
"[35, 12]",11153,en,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",46.58,1983-07-28,National Lampoon's Vacation,7.1,1326,"Comedy, Adventure"
"[27, 9648, 878]",1091,en,"A team of American scientists investigate the empty, destroyed base of their Norwegian counterparts in Antarctica, only to discover a terrifying life force that can take the form of its prey.",46.562,1982-06-25,The Thing,8.0,6063,"Horror, Mystery, Science Fiction"
"[35, 14]",72105,en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",46.551,2012-06-29,Ted,6.4,11338,"Comedy, Fantasy"
"[16, 28, 12, 35, 10751, 37]",366672,en,"A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",45.032,2022-07-14,Paws of Fury: The Legend of Hank,6.8,235,"Animation, Action, Adventure, Comedy, Family, Western"
"[878, 28, 12]",346910,en,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",46.493,2018-09-05,The Predator,5.6,4184,"Science Fiction, Action, Adventure"
[53],764835,en,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,37.491,2021-09-12,The Desperate Hour,6.0,342,Thriller
"[28, 878]",137113,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",44.81,2014-05-27,Edge of Tomorrow,7.6,12587,"Action, Science Fiction"
"[27, 53, 9648]",723072,en,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",37.724,2020-12-04,Host,6.5,734,"Horror, Thriller, Mystery"
"[12, 36, 10752, 28]",652,en,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",46.346,2004-05-03,Troy,7.1,9213,"Adventure, History, War, Action"
"[28, 53, 18]",522938,en,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",46.305,2019-09-19,Rambo: Last Blood,6.5,3438,"Action, Thriller, Drama"
"[28, 53]",399402,en,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",38.404,2018-10-19,Hunter Killer,6.9,1906,"Action, Thriller"
"[12, 28, 53]",955,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",46.287,2000-05-24,Mission: Impossible II,6.1,5868,"Adventure, Action, Thriller"
[99],957258,en,"Political commentator Matt Walsh explores the changing concepts of sex and gender in the digital age, particularly the transgender rights movement, transphobia, and what it means to be a woman.",39.935,2022-06-01,What is a Woman?,6.9,130,Documentary
"[28, 80, 53]",249070,en,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,51.675,2015-08-20,Hitman: Agent 47,5.8,2763,"Action, Crime, Thriller"
[35],4256,en,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",46.103,2003-10-24,Scary Movie 3,6.0,3662,Comedy
"[16, 18, 35, 27, 14]",926899,en,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",34.397,2022-01-14,The House,7.1,873,"Animation, Drama, Comedy, Horror, Fantasy"
"[18, 36]",6844,en,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",46.057,1956-10-05,The Ten Commandments,7.7,1349,"Drama, History"
"[28, 12, 878, 53]",262500,en,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,46.034,2015-03-18,Insurgent,6.4,9385,"Action, Adventure, Science Fiction, Thriller"
[35],9757,en,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",46.018,2007-02-08,Norbit,5.6,2055,Comedy
"[28, 53]",7555,en,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",46.005,2008-01-24,Rambo,6.6,3454,"Action, Thriller"
"[27, 28, 12]",522444,en,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",45.995,2020-07-09,Black Water: Abyss,5.2,386,"Horror, Action, Adventure"
"[27, 53, 14]",780609,en,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",39.441,2022-05-20,Men,6.2,746,"Horror, Thriller, Fantasy"
"[16, 10751, 35, 14]",360920,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,45.253,2018-11-08,The Grinch,6.8,3326,"Animation, Family, Comedy, Fantasy"
"[28, 12, 14]",447404,en,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",45.942,2019-05-10,Pokémon Detective Pikachu,7.0,6172,"Action, Adventure, Fantasy"
"[53, 28, 12, 878]",44833,en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",45.94,2012-04-11,Battleship,5.8,5032,"Thriller, Action, Adventure, Science Fiction"
"[12, 18]",87827,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",45.939,2012-11-20,Life of Pi,7.4,12271,"Adventure, Drama"
